"","participant","level","time","sentence","para","duration_2","occlusions_2"
"550","P5E","sp1","PRE","4","para","24","1 True"
"551","P5E","sp1","PRE","5","para","20","1 True"
"552","P5E","sp1","PRE","6","para","19","1 True"
"553","P5E","sp1","PRE","7","para","20","1 True"
"554","P5E","sp1","PRE","8","para","22","1 True"
"555","P5E","sp1","PRE","9","para","17","1 True"
"556","P5E","sp1","PRE","10","para","23","approximant"
"557","P5E","sp1","PRE","11","para","24","1 True"
"558","P5E","sp1","PRE","12","para","31","approximant"
"559","P5E","sp1","PRE","13","para","26","1 True"
"560","P5E","sp1","PRE","14","para","21","1 True"
"561","P5E","sp1","PRE","15","para","29","approximant"
"562","P5E","sp1","PRE","16","para","33","1 True"
"563","P5E","sp1","PRE","17","para","29","1 True"
"564","P5E","sp1","PRE","18","para","20","1 True"
"565","P5E","sp1","PRE","19","para","23","approximant"
"566","P5E","sp1","PRE","20","para","25","approximant"
"567","P5E","sp1","PRE","21","para","20","approximant"
"568","P5E","sp1","PRE","22","para","22","1 True"
"569","P5E","sp1","PRE","23","para","24","1 True"
"570","P5E","sp1","PRE","24","para","23","1 True"
"571","P5E","sp1","PRE","25","para","23","1 True"
"572","P5E","sp1","PRE","26","para","24","1 True"
"573","P5E","sp1","PRE","27","para","20","approximant"
"574","P5E","sp1","PRE","28","para","23","approximant"
"575","P5E","sp1","PRE","29","para","17","1 True"
"576","P5E","sp1","PRE","30","para","25","1 True"
"577","P5E","sp1","PRE","31","para","27","1 true"
"578","P5E","sp1","PRE","32","para","20","1 True"
"579","P5E","sp1","PRE","33","para","26","approximant"
"580","P5E","sp1","PRE","34","para","24","1 True"
"581","P5E","sp1","PRE","35","para","29","1 True"
"582","P5E","sp1","PRE","36","para","18","approximant"
"583","P5E","sp1","PRE","37","para","24","approximant"
"584","P5E","sp1","PRE","38","para","20","1 True"
"585","P5E","sp1","PRE","39","para","27","approximant"
"586","P5E","sp1","PRE","40","para","22","approximant"
"587","P5E","sp1","PRE","41","para","26","approximant"
"588","P5E","sp1","PRE","42","para","34","approximant"
"589","P5E","sp1","PRE","43","para","19","1 True"
"590","P5E","sp1","PRE","44","para","27","approximant"
"591","P5E","sp1","PRE","45","para","26","approximant"
"592","P5E","sp1","PRE","46","para","17","1 True"
"593","P5E","sp1","PRE","47","para","23","1 True"
"594","P5E","sp1","PRE","48","para","17","1 True"
"595","P5E","sp1","PRE","49","para","15","1 True"
"596","P5E","sp1","PRE","50","para","13","approximant"
"597","P5E","sp1","PRE","51","para","36","approximant"
"598","P5E","sp1","PRE","52","para","24","1 True"
"599","P5E","sp1","PRE","53","para","23","1 True"
"600","P5E","sp1","PRE","55","para","18","1 True"
"601","P5E","sp1","PRE","56","para","28","approximant"
"602","P5E","sp1","PRE","57","para","28","approximant"
"603","P5E","sp1","PRE","58","para","17","1 True"
"604","P5E","sp1","PRE","59","para","22","approximant"
"605","P5E","sp1","PRE","60","para","20","approximant"
"606","P5E","sp1","PRE","61","para","17","1 True"
"607","P5E","sp1","PRE","62","para","20","1 True"
"608","P5E","sp1","PRE","63","para","21","1 True"
"609","P5E","sp1","PRE","64","para","24","1 True"
"610","P5E","sp1","PRE","65","para","27","1 True"
"611","P5E","sp1","PRE","66","para","23","1 True"
"612","P5E","sp1","PRE","67","para","28","approximant"
"613","P5E","sp1","PRE","68","para","18","1 True"
"614","P5E","sp1","PRE","69b","para","23","1 True"
"615","P5E","sp1","PRE","70","para","18","approximant"
"616","P5E","sp1","PRE","71b","para","23","approximant"
"617","P5E","sp1","PRE","72a","para","22","1 True"
"618","P5E","sp1","PRE","73","para","14","approximant"
"619","P5E","sp1","PRE","74b","para","20","1 True"
"620","P5E","sp1","PRE","75b","para","21","approximant"
"621","P5E","sp1","PRE","76","para","26","approximant"
"622","P5E","sp1","PRE","77b","para","22","approximant"
"623","P5E","sp1","PRE","78b","para","14","approximant"
"624","P5E","sp1","PRE","79","para","36","approximant"
"625","P5E","sp1","PRE","80b","para","24","approximant"
"626","P5E","sp1","PRE","81b","para","20","1 True"
"627","P5E","sp1","PRE","82","para","28","approximant"
"628","P5E","sp1","PRE","83b","para","15","1 True"
"629","P5E","sp1","PRE","84b","para","25","approximant"
"630","P5E","sp1","PRE","85","para","23","1 True"
"631","P5E","sp1","PRE","86b","para","19","1 True"
"632","P5E","sp1","PRE","87b","para","18","1 True"
"633","P5E","sp1","PRE","88","para","21","approximant"
"634","P5E","sp1","PRE","89b","para","20","approximant"
"635","P5E","sp1","PRE","90b","para","22","1 True"
"636","P5E","sp1","PRE","91","para","21","approximant"
"637","P5E","sp1","PRE","92b","para","15","1 True"
"638","P5E","sp1","PRE","93b","para","16","1 True"
"639","P5E","sp1","PRE","94","para","13","1 True"
"640","P5E","sp1","PRE","95b","para","19","1 True"
"641","P5E","sp1","PRE","96b","para","16","1 True"
"642","P5E","sp1","PRE","97","para","20","1 True"
"643","P5E","sp1","PRE","98b","para","19","1 True"
"644","P5E","sp1","PRE","99b","para","22","1 True"
"645","P5E","sp1","PRE","100","para","16","1 Tue"
"646","P5E","sp1","PRE","101b","para","20","1 true"
"647","P5E","sp1","PRE","102b","para","19","1 True"
"648","P5E","sp1","PRE","103","para","13","approximant"
"649","P5E","sp1","PRE","104b","para","22","1 True"
"650","P5E","sp1","PRE","105b","para","22","1 True"
"651","P5E","sp1","PRE","106","para","19","approximant"
"652","P5E","sp1","PRE","107a","para","26","approximant"
"653","P5E","sp1","PRE","108a","para","23","1 True"
"654","P5E","sp1","PRE","109","para","15","1 True"
"655","P5E","sp1","PRE","110a","para","23","1 True"
"656","P5E","sp1","PRE","111a","para","24","1 True"
"657","P5E","sp1","PRE","112","para","18","1 True"
"658","P5E","sp1","PRE","113a","para","27","1 True"
"659","P5E","sp1","PRE","114a","para","18","1 True"
"660","P5E","sp1","PRE","115","para","22","1 True"
"661","P5E","sp1","PRE","116a","para","17","1 True"
"662","P5E","sp1","PRE","117a","para","22","1 True"
"663","P5E","sp1","PRE","118","para","17","1 True"
"664","P5E","sp1","PRE","119a","para","25","1 True"
"665","P5E","sp1","PRE","120a","para","18","1 True"
