"","sentence","token","duration","occlusions","participant","time","is_trill","no_occlusions","level"
"376","6","viajero","89","approximant","sp102_P2E","PRE","tap","a","sp102"
"377","7","verlo","72","approximant","sp102_P2E","PRE","tap","a","sp102"
"378","8","convinieron","71","approximant","sp102_P2E","PRE","tap","a","sp102"
"379","9","primero","60","approximant","sp102_P2E","PRE","tap","a","sp102"
"380","10","consiguiera","69","approximant","sp102_P2E","PRE","tap","a","sp102"
"381","11","quitarle","88","approximant","sp102_P2E","PRE","tap","a","sp102"
"382","12","seria","29","1 True","sp102_P2E","PRE","tap","1","sp102"
"383","14","norte","40","approximant","sp102_P2E","PRE","tap","a","sp102"
"384","15","soplar","53","approximant","sp102_P2E","PRE","tap","a","sp102"
"385","16","furia","68","approximant","sp102_P2E","PRE","tap","a","sp102"
"386","17","pero","47","approximant","sp102_P2E","PRE","tap","a","sp102"
"387","18","aferraba","82","0","sp102_P2E","PRE","trill","0","sp102"
"388","19","norte","36","approximant","sp102_P2E","PRE","tap","a","sp102"
"389","20","esplendor ","83","approximant","sp102_P2E","PRE","tap","a","sp102"
"390","21","arrojó","67","0","sp102_P2E","PRE","trill","0","sp102"
"391","22","norte","39","approximant","sp102_P2E","PRE","tap","a","sp102"
"392","23","reconocer","68","0","sp102_P2E","PRE","trill","0","sp102"
"393","1","Roberto","149","3","sp203_P2E","POST","trill","3","sp203/204"
"394","2","Roberto","20","1 True","sp203_P2E","POST","tap","1","sp203/204"
"395","3","para","18","1 True","sp203_P2E","POST","tap","1","sp203/204"
"396","4","América","26","1 True","sp203_P2E","POST","tap","1","sp203/204"
"397","5","Caribe","35","approximant","sp203_P2E","POST","tap","a","sp203/204"
"398","6","pérdida","24","1 True","sp203_P2E","POST","tap","1","sp203/204"
"399","7","región","86","0","sp203_P2E","POST","trill","0","sp203/204"
"400","8","relacionada","142","3","sp203_P2E","POST","trill","3","sp203/204"
"401","9","rápida","133","3","sp203_P2E","POST","trill","3","sp203/204"
"402","10","tierras","121","3","sp203_P2E","POST","trill","3","sp203/204"
"403","11","para","23","1 True","sp203_P2E","POST","tap","1","sp203/204"
"404","12","pérdida","26","1 True","sp203_P2E","POST","tap","1","sp203/204"
"405","13","desarrollo","159","4","sp203_P2E","POST","trill","4","sp203/204"
"406","15","relacionada","144","3","sp203_P2E","POST","trill","3","sp203/204"
"407","16","carreteras","111","2","sp203_P2E","POST","trill","2","sp203/204"
"408","17","carreteras","24","1 True","sp203_P2E","POST","tap","1","sp203/204"
"409","18","para","19","1 True","sp203_P2E","POST","tap","1","sp203/204"
"410","19","carros","124","2","sp203_P2E","POST","trill","2","sp203/204"
"411","20","carrozas","138","3","sp203_P2E","POST","trill","3","sp203/204"
"412","21","rotundo ","158","3","sp203_P2E","POST","trill","3","sp203/204"
"413","22","productor","28","1 True","sp203_P2E","POST","tap","1","sp203/204"
"414","23","materia","25","1 True","sp203_P2E","POST","tap","1","sp203/204"
"415","24","relevante","120","2","sp203_P2E","POST","trill","2","sp203/204"
"416","26","por","22","1 True","sp203_P2E","POST","tap","1","sp203/204"
"417","1","norte","25","1 True","sp203_P2E","POST","tap","1","sp203/204"
"418","2","acerca","20","1 True","sp203_P2E","POST","tap","1","sp203/204"
"419","3","sería","22","1 True","sp203_P2E","POST","tap","1","sp203/204"
"420","4","fuerte","24","1 True","sp203_P2E","POST","tap","1","sp203/204"
"421","5","repente","52","1","sp203_P2E","POST","trill","1","sp203/204"
"422","6","viajero","25","1 True","sp203_P2E","POST","tap","1","sp203/204"
"423","7","verlo","29","1 True","sp203_P2E","POST","tap","1","sp203/204"
"424","8","convinieron","21","1 True","sp203_P2E","POST","tap","1","sp203/204"
"425","9","primero","28","1 True","sp203_P2E","POST","tap","1","sp203/204"
"426","10","consiguiera","28","1 True","sp203_P2E","POST","tap","1","sp203/204"
"427","11","quitarle","21","1 True","sp203_P2E","POST","tap","1","sp203/204"
"428","12","seria","28","1 True","sp203_P2E","POST","tap","1","sp203/204"
"429","13","fuerte","20","1 True","sp203_P2E","POST","tap","1","sp203/204"
"430","14","norte","23","1 True","sp203_P2E","POST","tap","1","sp203/204"
"431","15","soplar","27","1 True","sp203_P2E","POST","tap","1","sp203/204"
"432","16","furia","28","1 True","sp203_P2E","POST","tap","1","sp203/204"
"433","17","pero","24","1 True","sp203_P2E","POST","tap","1","sp203/204"
"434","18","aferraba","127","3","sp203_P2E","POST","trill","3","sp203/204"
"435","19","norte","29","1 True","sp203_P2E","POST","tap","1","sp203/204"
"436","20","esplendor ","26","1 True","sp203_P2E","POST","tap","1","sp203/204"
"437","21","arrojó","150","3","sp203_P2E","POST","trill","3","sp203/204"
"438","22","norte","24","1 True","sp203_P2E","POST","tap","1","sp203/204"
"439","1","Roberto","48","0","sp203_P2E","PRE","trill","0","sp203/204"
"440","2","Roberto","42","approximant","sp203_P2E","PRE","tap","a","sp203/204"
"441","3","para","33","1 True","sp203_P2E","PRE","tap","1","sp203/204"
"442","4","América","34","1 True","sp203_P2E","PRE","tap","1","sp203/204"
"443","5","Caribe","45","approximant","sp203_P2E","PRE","tap","a","sp203/204"
"444","6","pérdida","51","approximant","sp203_P2E","PRE","tap","a","sp203/204"
"445","7","región","44","0","sp203_P2E","PRE","trill","0","sp203/204"
"446","8","relacionada","53","0","sp203_P2E","PRE","trill","0","sp203/204"
"447","9","rápida","50","0","sp203_P2E","PRE","trill","0","sp203/204"
"448","10","tierras","33","1","sp203_P2E","PRE","trill","1","sp203/204"
"449","11","para","35","1 True","sp203_P2E","PRE","tap","1","sp203/204"
"450","12","pérdida","48","approximant","sp203_P2E","PRE","tap","a","sp203/204"
"451","13","desarrollo","67","0","sp203_P2E","PRE","trill","0","sp203/204"
"452","14","infraestructura","39","1 True","sp203_P2E","PRE","tap","1","sp203/204"
"453","15","relacionada","37","0","sp203_P2E","PRE","trill","0","sp203/204"
"454","16","carreteras","36","1","sp203_P2E","PRE","trill","1","sp203/204"
"455","17","carreteras","28","1 True","sp203_P2E","PRE","tap","1","sp203/204"
"456","18","para","34","1 True","sp203_P2E","PRE","tap","1","sp203/204"
"457","19","carros","35","1","sp203_P2E","PRE","trill","1","sp203/204"
"458","20","carrozas","39","1","sp203_P2E","PRE","trill","1","sp203/204"
"459","21","rotundo ","46","0","sp203_P2E","PRE","trill","0","sp203/204"
"460","22","productor","31","1 True","sp203_P2E","PRE","tap","1","sp203/204"
"461","23","materia","35","approximant","sp203_P2E","PRE","tap","a","sp203/204"
"462","24","relevante","41","0","sp203_P2E","PRE","trill","0","sp203/204"
"463","25","minería","50","approximant","sp203_P2E","PRE","tap","a","sp203/204"
"464","26","por","26","1 True","sp203_P2E","PRE","tap","1","sp203/204"
"465","2","acerca","21","1 True","sp203_P2E","PRE","tap","1","sp203/204"
"466","3","sería","30","1 True","sp203_P2E","PRE","tap","1","sp203/204"
"467","4","fuerte","27","1 True","sp203_P2E","PRE","tap","1","sp203/204"
"468","5","repente","32","1","sp203_P2E","PRE","trill","1","sp203/204"
"469","6","viajero","28","1 True","sp203_P2E","PRE","tap","1","sp203/204"
"470","7","verlo","53","approximant","sp203_P2E","PRE","tap","a","sp203/204"
"471","8","convinieron","29","1 True","sp203_P2E","PRE","tap","1","sp203/204"
"472","9","primero","30","1 True","sp203_P2E","PRE","tap","1","sp203/204"
"473","10","consiguiera","35","1 True","sp203_P2E","PRE","tap","1","sp203/204"
"474","11","quitarle","51","approximant","sp203_P2E","PRE","tap","a","sp203/204"
"475","12","seria","39","1 True","sp203_P2E","PRE","tap","1","sp203/204"
"476","13","fuerte","31","1 True","sp203_P2E","PRE","tap","1","sp203/204"
"477","14","norte","30","1 True","sp203_P2E","PRE","tap","1","sp203/204"
"478","15","soplar","45","approximant","sp203_P2E","PRE","tap","a","sp203/204"
"479","16","furia","44","approximant","sp203_P2E","PRE","tap","a","sp203/204"
"480","17","pero","31","1 True","sp203_P2E","PRE","tap","1","sp203/204"
"481","18","aferraba","47","0","sp203_P2E","PRE","trill","0","sp203/204"
"482","19","norte","34","1 True","sp203_P2E","PRE","tap","1","sp203/204"
"483","20","esplendor ","32","1 True","sp203_P2E","PRE","tap","1","sp203/204"
"484","21","arrojó","113","3","sp203_P2E","PRE","trill","3","sp203/204"
"485","22","norte","36","approximant","sp203_P2E","PRE","tap","a","sp203/204"
"486","23","reconocer","77","0","sp203_P2E","PRE","trill","0","sp203/204"
"487","1","Roberto","225","6","sp204_P2E","POST","trill","6","sp203/204"
"488","2","Roberto","22","1 True","sp204_P2E","POST","tap","1","sp203/204"
"489","3","para","27","1 True","sp204_P2E","POST","tap","1","sp203/204"
"490","4","América","28","1 True","sp204_P2E","POST","tap","1","sp203/204"
"491","5","Caribe","28","1 True","sp204_P2E","POST","tap","1","sp203/204"
"492","6","pérdida","22","1 True","sp204_P2E","POST","tap","1","sp203/204"
"493","7","región","146","3","sp204_P2E","POST","trill","3","sp203/204"
"494","8","relacionada","139","3","sp204_P2E","POST","trill","3","sp203/204"
"495","9","rápida","109","2","sp204_P2E","POST","trill","2","sp203/204"
"496","10","tierras","141","4","sp204_P2E","POST","trill","4","sp203/204"
"497","11","para","27","1  True","sp204_P2E","POST","tap","1","sp203/204"
"498","12","pérdida","25","1 True","sp204_P2E","POST","tap","1","sp203/204"
"499","13","desarrollo","157","3","sp204_P2E","POST","trill","3","sp203/204"
"500","14","infraestructura","28","1 True","sp204_P2E","POST","tap","1","sp203/204"
"501","15","relacionada","79","1","sp204_P2E","POST","trill","1","sp203/204"
"502","16","carreteras","117","3","sp204_P2E","POST","trill","3","sp203/204"
"503","17","carreteras","26","1 True","sp204_P2E","POST","tap","1","sp203/204"
"504","18","para","23","1 True","sp204_P2E","POST","tap","1","sp203/204"
"505","19","carros","167","4","sp204_P2E","POST","trill","4","sp203/204"
"506","20","carrozas","154","3","sp204_P2E","POST","trill","3","sp203/204"
"507","21","rotundo ","131","3","sp204_P2E","POST","trill","3","sp203/204"
"508","22","productor","25","1 True","sp204_P2E","POST","tap","1","sp203/204"
"509","23","materia","28","1 True","sp204_P2E","POST","tap","1","sp203/204"
"510","24","relevante","131","2","sp204_P2E","POST","trill","2","sp203/204"
"511","25","minería","20","1 True","sp204_P2E","POST","tap","1","sp203/204"
"512","26","por","24","1 True","sp204_P2E","POST","tap","1","sp203/204"
"513","1","norte","21","1 True","sp204_P2E","POST","tap","1","sp203/204"
"514","2","acerca","23","1 True","sp204_P2E","POST","tap","1","sp203/204"
"515","3","sería","30","1 True","sp204_P2E","POST","tap","1","sp203/204"
"516","4","fuerte","19","1 True","sp204_P2E","POST","tap","1","sp203/204"
"517","5","repente","79","2","sp204_P2E","POST","trill","2","sp203/204"
"518","6","viajero","29","1 True","sp204_P2E","POST","tap","1","sp203/204"
"519","7","verlo","29","1 True","sp204_P2E","POST","tap","1","sp203/204"
"520","8","convinieron","22","1 True","sp204_P2E","POST","tap","1","sp203/204"
"521","10","consiguiera","21","1 True","sp204_P2E","POST","tap","1","sp203/204"
"522","11","quitarle","24","1 True","sp204_P2E","POST","tap","1","sp203/204"
"523","12","seria","21","1 True","sp204_P2E","POST","tap","1","sp203/204"
"524","13","fuerte","21","1 True","sp204_P2E","POST","tap","1","sp203/204"
"525","14","norte","23","1 True","sp204_P2E","POST","tap","1","sp203/204"
"526","15","soplar","24","1 True","sp204_P2E","POST","tap","1","sp203/204"
"527","16","furia","28","1 True","sp204_P2E","POST","tap","1","sp203/204"
"528","17","pero","21","1 True","sp204_P2E","POST","tap","1","sp203/204"
"529","18","aferraba","169","3","sp204_P2E","POST","trill","3","sp203/204"
"530","19","norte","25","1 True","sp204_P2E","POST","tap","1","sp203/204"
"531","20","esplendor ","23","1 True","sp204_P2E","POST","tap","1","sp203/204"
"532","21","arrojó","151","3","sp204_P2E","POST","trill","3","sp203/204"
"533","22","norte","28","1 True","sp204_P2E","POST","tap","1","sp203/204"
"534","1","Roberto","134","3","sp204_P2E","PRE","trill","3","sp203/204"
"535","2","Roberto","32","1 True","sp204_P2E","PRE","tap","1","sp203/204"
"536","3","para","32","1 True","sp204_P2E","PRE","tap","1","sp203/204"
"537","4","Amércia","33","1 True","sp204_P2E","PRE","tap","1","sp203/204"
"538","5","Caribe","45","1 True","sp204_P2E","PRE","tap","1","sp203/204"
"539","6","pérdida","50","approximant","sp204_P2E","PRE","tap","a","sp203/204"
"540","7","región","66","1","sp204_P2E","PRE","trill","1","sp203/204"
"541","8","relacionada","29","1","sp204_P2E","PRE","trill","1","sp203/204"
"542","9","rápida","52","0","sp204_P2E","PRE","trill","0","sp203/204"
"543","10","tierras","64","0","sp204_P2E","PRE","trill","0","sp203/204"
"544","11","para","34","1 True","sp204_P2E","PRE","tap","1","sp203/204"
"545","12","pérdida","45","approximant","sp204_P2E","PRE","tap","a","sp203/204"
"546","13","desarrollo","87","2","sp204_P2E","PRE","trill","2","sp203/204"
"547","14","infraestructura","56","approximant","sp204_P2E","PRE","tap","a","sp203/204"
"548","15","relacionada","39","0","sp204_P2E","PRE","trill","0","sp203/204"
"549","16","carreteras","53","1","sp204_P2E","PRE","trill","1","sp203/204"
"550","17","carreteras","56","approximant","sp204_P2E","PRE","tap","a","sp203/204"
"551","18","para","36","1 True","sp204_P2E","PRE","tap","1","sp203/204"
"552","19","carros","60","0","sp204_P2E","PRE","trill","0","sp203/204"
"553","20","carrozas","95","2","sp204_P2E","PRE","trill","2","sp203/204"
"554","21","rotundo ","49","0","sp204_P2E","PRE","trill","0","sp203/204"
"555","22","productor","47","approximant","sp204_P2E","PRE","tap","a","sp203/204"
"556","23","materia","40","1 True","sp204_P2E","PRE","tap","1","sp203/204"
"557","24","relevante","38","0","sp204_P2E","PRE","trill","0","sp203/204"
"558","25","minería","52","approximant","sp204_P2E","PRE","tap","a","sp203/204"
"559","26","por","28","1 True","sp204_P2E","PRE","tap","1","sp203/204"
"560","1","norte","33","1 True","sp204_P2E","PRE","tap","1","sp203/204"
"561","2","acerca","30","1 True","sp204_P2E","PRE","tap","1","sp203/204"
"562","3","sería","37","1 True","sp204_P2E","PRE","tap","1","sp203/204"
"563","4","fuerte","42","approximant","sp204_P2E","PRE","tap","a","sp203/204"
"564","5","repente","34","0","sp204_P2E","PRE","trill","0","sp203/204"
"565","6","viajero","38","1 True","sp204_P2E","PRE","tap","1","sp203/204"
"566","7","verlo","53","approximant","sp204_P2E","PRE","tap","a","sp203/204"
"567","8","convinieron","38","1 True","sp204_P2E","PRE","tap","1","sp203/204"
"568","9","primero","33","1 True","sp204_P2E","PRE","tap","1","sp203/204"
"569","10","consiguiera","55","approximant","sp204_P2E","PRE","tap","a","sp203/204"
"570","11","quitarle","34","1 True","sp204_P2E","PRE","tap","1","sp203/204"
"571","12","seria","46","approximant","sp204_P2E","PRE","tap","a","sp203/204"
"572","13","fuerte","31","1 True","sp204_P2E","PRE","tap","1","sp203/204"
"573","14","norte","45","approximant","sp204_P2E","PRE","tap","a","sp203/204"
"574","15","soplar","28","1 True","sp204_P2E","PRE","tap","1","sp203/204"
"575","16","furia","35","1 True","sp204_P2E","PRE","tap","1","sp203/204"
"576","17","pero","32","1 True","sp204_P2E","PRE","tap","1","sp203/204"
"577","18","aferraba","57","1","sp204_P2E","PRE","trill","1","sp203/204"
"578","19","norte","32","1 True","sp204_P2E","PRE","tap","1","sp203/204"
"579","20","esplendor ","26","1 True","sp204_P2E","PRE","tap","1","sp203/204"
"580","21","arrojó","83","2","sp204_P2E","PRE","trill","2","sp203/204"
"581","22","norte","39","1 True","sp204_P2E","PRE","tap","1","sp203/204"
"582","23","reconocer","60","0","sp204_P2E","PRE","trill","0","sp203/204"
"583","1","Roberto","146","5","sp1_P3E","POST","trill","5","sp1"
"584","2","Roberto","14","approximant","sp1_P3E","POST","tap","a","sp1"
"585","3","para","15","1 True","sp1_P3E","POST","tap","1","sp1"
"586","4","América","20","1 True","sp1_P3E","POST","tap","1","sp1"
"587","5","Caribe","20","1 True","sp1_P3E","POST","tap","1","sp1"
"588","7","región","151","4","sp1_P3E","POST","trill","4","sp1"
"589","8","relacionada","141","4","sp1_P3E","POST","trill","4","sp1"
"590","9","rápida","190","4","sp1_P3E","POST","trill","4","sp1"
"591","10","tierras","104","4","sp1_P3E","POST","trill","4","sp1"
"592","11","para","18","1 True","sp1_P3E","POST","tap","1","sp1"
"593","13","desarrollo","120","4","sp1_P3E","POST","trill","4","sp1"
"594","14","infraestructura","14","1 True","sp1_P3E","POST","tap","1","sp1"
"595","15","relacionada","101","4","sp1_P3E","POST","trill","4","sp1"
"596","16","carreteras","154","2","sp1_P3E","POST","trill","2","sp1"
"597","17","carreteras","25","approximant","sp1_P3E","POST","tap","a","sp1"
"598","18","para","17","1 True","sp1_P3E","POST","tap","1","sp1"
"599","19","carros","123","3","sp1_P3E","POST","trill","3","sp1"
"600","20","carrozas","113","3","sp1_P3E","POST","trill","3","sp1"
"601","21","rotundo ","150","3","sp1_P3E","POST","trill","3","sp1"
"602","22","productor","21","approximant","sp1_P3E","POST","tap","a","sp1"
"603","23","materia","18","1 True","sp1_P3E","POST","tap","1","sp1"
"604","24","relevante","90","3","sp1_P3E","POST","trill","3","sp1"
"605","25","minería","17","1 True","sp1_P3E","POST","tap","1","sp1"
"606","26","por","19","1 True","sp1_P3E","POST","tap","1","sp1"
"607","1","norte","23","1 True","sp1_P3E","POST","tap","1","sp1"
"608","3","sería","18","1 True","sp1_P3E","POST","tap","1","sp1"
"609","4","fuerte","31","approcimant","sp1_P3E","POST","tap","a","sp1"
"610","5","repente","132","3","sp1_P3E","POST","trill","3","sp1"
"611","6","viajero","19","1 True","sp1_P3E","POST","tap","1","sp1"
"612","7","verlo","25","approximant","sp1_P3E","POST","tap","a","sp1"
"613","10","consiguiera","28","1 True","sp1_P3E","POST","tap","1","sp1"
"614","12","seria","17","1 True","sp1_P3E","POST","tap","1","sp1"
"615","14","norte","18","approximant","sp1_P3E","POST","tap","a","sp1"
"616","15","soplar","30","approximant","sp1_P3E","POST","tap","a","sp1"
"617","16","furia","18","1 True","sp1_P3E","POST","tap","1","sp1"
"618","17","pero","20","1 True","sp1_P3E","POST","tap","1","sp1"
"619","18","aferraba","128","4","sp1_P3E","POST","trill","4","sp1"
"620","19","norte","26","approximant","sp1_P3E","POST","tap","a","sp1"
"621","20","esplendor ","26","approximant","sp1_P3E","POST","tap","a","sp1"
"622","21","arrojó","110","4","sp1_P3E","POST","trill","4","sp1"
"623","22","norte","28","approximant","sp1_P3E","POST","tap","a","sp1"
"624","23","reconocer","90","2","sp1_P3E","POST","trill","2","sp1"
"625","24","reconocer","21","1 True","sp1_P3E","POST","tap","1","sp1"
"626","1","Roberto","51","0","sp1_P3E","PRE","trill","0","sp1"
"627","2","Roberto","56","approximant","sp1_P3E","PRE","tap","a","sp1"
"628","3","para","35","1 True","sp1_P3E","PRE","tap","1","sp1"
"629","4","América","33","1 True","sp1_P3E","PRE","tap","1","sp1"
"630","5","Caribe","35","1 True","sp1_P3E","PRE","tap","1","sp1"
"631","6","pérdida","26","approximant","sp1_P3E","PRE","tap","a","sp1"
"632","7","región","55","0","sp1_P3E","PRE","trill","0","sp1"
"633","8","relacionada","71","0","sp1_P3E","PRE","trill","0","sp1"
"634","9","rápida","67","0","sp1_P3E","PRE","trill","0","sp1"
"635","10","tierras","30","1","sp1_P3E","PRE","trill","1","sp1"
"636","11","para","28","approximant","sp1_P3E","PRE","tap","a","sp1"
"637","12","pérdida","41","approximant","sp1_P3E","PRE","tap","a","sp1"
"638","13","desarrollo","56","1","sp1_P3E","PRE","trill","1","sp1"
"639","14","infraestructura","27","1 True","sp1_P3E","PRE","tap","1","sp1"
"640","15","relacionada","99","0","sp1_P3E","PRE","trill","0","sp1"
"641","16","carreteras","21","1","sp1_P3E","PRE","trill","1","sp1"
"642","17","carreteras","42","approximant","sp1_P3E","PRE","tap","a","sp1"
"643","18","para","26","1 True","sp1_P3E","PRE","tap","1","sp1"
"644","19","carros","32","1","sp1_P3E","PRE","trill","1","sp1"
"645","20","carrozas","52","2","sp1_P3E","PRE","trill","2","sp1"
"646","21","rotundo ","95","0","sp1_P3E","PRE","trill","0","sp1"
"647","22","productor","49","approximant","sp1_P3E","PRE","tap","a","sp1"
"648","23","materia","24","1 True","sp1_P3E","PRE","tap","1","sp1"
"649","24","relevante","63","0","sp1_P3E","PRE","trill","0","sp1"
"650","25","minería","47","1 True","sp1_P3E","PRE","tap","1","sp1"
"651","26","por","61","approximant","sp1_P3E","PRE","tap","a","sp1"
"652","1","norte","43","approximant","sp1_P3E","PRE","tap","a","sp1"
"653","2","acerca","36","approximant","sp1_P3E","PRE","tap","a","sp1"
"654","3","sería","35","1 True","sp1_P3E","PRE","tap","1","sp1"
"655","4","fuerte","63","approximant","sp1_P3E","PRE","tap","a","sp1"
"656","5","repente","29","1","sp1_P3E","PRE","trill","1","sp1"
"657","6","viajero","30","approximant","sp1_P3E","PRE","tap","a","sp1"
"658","7","verlo","31","approximant","sp1_P3E","PRE","tap","a","sp1"
"659","8","convinieron","64","approximant","sp1_P3E","PRE","tap","a","sp1"
"660","9","primero","24","1 True","sp1_P3E","PRE","tap","1","sp1"
"661","10","consiguiera","33","1 Tue","sp1_P3E","PRE","tap","1","sp1"
"662","11","quitarle","67","approximant","sp1_P3E","PRE","tap","a","sp1"
"663","12","seria","34","approximant","sp1_P3E","PRE","tap","a","sp1"
"664","13","fuerte","38","approximant","sp1_P3E","PRE","tap","a","sp1"
"665","14","norte","37","approximant","sp1_P3E","PRE","tap","a","sp1"
"666","15","soplar","61","approximant","sp1_P3E","PRE","tap","a","sp1"
"667","16","furia","38","1 True","sp1_P3E","PRE","tap","1","sp1"
"668","17","pero","28","1 True","sp1_P3E","PRE","tap","1","sp1"
"669","18","aferraba","40","1","sp1_P3E","PRE","trill","1","sp1"
"670","19","norte","36","approximant","sp1_P3E","PRE","tap","a","sp1"
"671","20","esplendor ","89","approximant","sp1_P3E","PRE","tap","a","sp1"
"672","21","arrojó","52","1","sp1_P3E","PRE","trill","1","sp1"
"673","22","norte","56","approximant","sp1_P3E","PRE","tap","a","sp1"
"674","23","reconocer","39","0","sp1_P3E","PRE","trill","0","sp1"
"675","24","reconocer","91","approximmant","sp1_P3E","PRE","tap","a","sp1"
"676","1","Roberto","95","2","sp102_P3E","POST","trill","2","sp102"
"677","2","Roberto","19","1 True","sp102_P3E","POST","tap","1","sp102"
"678","3","para","21","1 True","sp102_P3E","POST","tap","1","sp102"
"679","4","América","27","1 True","sp102_P3E","POST","tap","1","sp102"
"680","5","Caribe","26","1 True","sp102_P3E","POST","tap","1","sp102"
"681","6","pérdida","23","1 True","sp102_P3E","POST","tap","1","sp102"
"682","7","región","74","2","sp102_P3E","POST","trill","2","sp102"
"683","8","relacionada","110","2","sp102_P3E","POST","trill","2","sp102"
"684","9","rápida","112","2","sp102_P3E","POST","trill","2","sp102"
"685","10","tierras","115","2","sp102_P3E","POST","trill","2","sp102"
"686","11","para","20","1 True","sp102_P3E","POST","tap","1","sp102"
"687","13","desarrollo","156","3","sp102_P3E","POST","trill","3","sp102"
"688","14","infraestructura","28","1 True","sp102_P3E","POST","tap","1","sp102"
"689","15","relacionada","88","0","sp102_P3E","POST","trill","0","sp102"
"690","16","carreteras","127","2","sp102_P3E","POST","trill","2","sp102"
"691","17","carreteras","22","1 True","sp102_P3E","POST","tap","1","sp102"
"692","18","para","19","1 True","sp102_P3E","POST","tap","1","sp102"
"693","19","carros","98","2","sp102_P3E","POST","trill","2","sp102"
"694","20","carrozas","116","2","sp102_P3E","POST","trill","2","sp102"
"695","21","rotundo ","97","2","sp102_P3E","POST","trill","2","sp102"
"696","22","productor","22","1 True","sp102_P3E","POST","tap","1","sp102"
"697","23","materia","21","1 True","sp102_P3E","POST","tap","1","sp102"
"698","24","relevante","105","2","sp102_P3E","POST","trill","2","sp102"
"699","25","minería","26","1 True","sp102_P3E","POST","tap","1","sp102"
"700","26","por","20","1 True","sp102_P3E","POST","tap","1","sp102"
"701","1","norte","23","1 True","sp102_P3E","POST","tap","1","sp102"
"702","2","acerca","20","1 True","sp102_P3E","POST","tap","1","sp102"
"703","3","sería","25","1 True","sp102_P3E","POST","tap","1","sp102"
"704","4","fuerte","20","1 True","sp102_P3E","POST","tap","1","sp102"
"705","5","repente","105","2","sp102_P3E","POST","trill","2","sp102"
"706","6","viajero","25","1 True","sp102_P3E","POST","tap","1","sp102"
"707","7","verlo","15","1 True","sp102_P3E","POST","tap","1","sp102"
"708","8","convinieron","23","1 True","sp102_P3E","POST","tap","1","sp102"
"709","9","primero","20","1 True","sp102_P3E","POST","tap","1","sp102"
"710","10","consiguiera","22","1 True","sp102_P3E","POST","tap","1","sp102"
"711","12","seria","22","1 True","sp102_P3E","POST","tap","1","sp102"
"712","13","fuerte","22","1 True","sp102_P3E","POST","tap","1","sp102"
"713","14","norte","27","1 True","sp102_P3E","POST","tap","1","sp102"
"714","15","soplar","24","1 True","sp102_P3E","POST","tap","1","sp102"
"715","16","furia","18","1 True","sp102_P3E","POST","tap","1","sp102"
"716","17","pero","23","1 True","sp102_P3E","POST","tap","1","sp102"
"717","18","aferraba","110","2","sp102_P3E","POST","trill","2","sp102"
"718","19","norte","20","1 True","sp102_P3E","POST","tap","1","sp102"
"719","20","esplendor ","23","1 True","sp102_P3E","POST","tap","1","sp102"
"720","21","arrojó","129","2","sp102_P3E","POST","trill","2","sp102"
"721","22","norte","20","1 True","sp102_P3E","POST","tap","1","sp102"
"722","1","Roberto","119","3","sp102_P3E","PRE","trill","3","sp102"
"723","2","Roberto","35","approximant","sp102_P3E","PRE","tap","a","sp102"
"724","3","para","29","1 True","sp102_P3E","PRE","tap","1","sp102"
"725","4","América","44","1 True","sp102_P3E","PRE","tap","1","sp102"
"726","5","Caribe","30","1 True","sp102_P3E","PRE","tap","1","sp102"
"727","6","pérdida","35","1 True","sp102_P3E","PRE","tap","1","sp102"
"728","7","región","38","1","sp102_P3E","PRE","trill","1","sp102"
"729","8","relacionada","69","0","sp102_P3E","PRE","trill","0","sp102"
"730","9","rápida","45","1","sp102_P3E","PRE","trill","1","sp102"
"731","10","tierras","108","2","sp102_P3E","PRE","trill","2","sp102"
"732","11","para","21","1 True","sp102_P3E","PRE","tap","1","sp102"
"733","12","pérdida","35","1 True","sp102_P3E","PRE","tap","1","sp102"
"734","13","desarrollo","120","3","sp102_P3E","PRE","trill","3","sp102"
"735","14","infraestructura","31","1 True","sp102_P3E","PRE","tap","1","sp102"
"736","15","relacionada","91","2","sp102_P3E","PRE","trill","2","sp102"
"737","16","carreteras","40","1","sp102_P3E","PRE","trill","1","sp102"
"738","17","carreteras","39","1 True","sp102_P3E","PRE","tap","1","sp102"
"739","18","para","24","1 True","sp102_P3E","PRE","tap","1","sp102"
"740","19","carros","64","2","sp102_P3E","PRE","trill","2","sp102"
"741","20","carrozas","45","1","sp102_P3E","PRE","trill","1","sp102"
"742","21","rotundo ","50","0","sp102_P3E","PRE","trill","0","sp102"
"743","22","productor","41","approximant","sp102_P3E","PRE","tap","a","sp102"
"744","23","materia","32","1 True","sp102_P3E","PRE","tap","1","sp102"
"745","24","relevante","34","0","sp102_P3E","PRE","trill","0","sp102"
"746","25","minería","45","1 True","sp102_P3E","PRE","tap","1","sp102"
"747","26","por","37","1 True","sp102_P3E","PRE","tap","1","sp102"
"748","1","norte","45","approximant","sp102_P3E","PRE","tap","a","sp102"
"749","2","acerca","43","approximant","sp102_P3E","PRE","tap","a","sp102"
"750","3","sería","39","1 True","sp102_P3E","PRE","tap","1","sp102"
"751","4","fuerte","40","approximant","sp102_P3E","PRE","tap","a","sp102"
"752","5","repente","49","1","sp102_P3E","PRE","trill","1","sp102"
"753","6","viajero","24","1 True","sp102_P3E","PRE","tap","1","sp102"
